url,url_path,html_title,meta_description,root_page_title,http_response,h1,h2,h3,h4,h5,h6,div_text,batch_id
https://www.acnj.gov/Departments/police/,Departments/police,"The Official Website of City of Atlantic City, NJ - Police",,"The Official Website of City of Atlantic City, NJ - Home",200,"[""Translate Website""]",[],"[""Police"", ""FAQs"", ""Contact"", ""Forms"", ""Meeting Archives"", ""Links"", ""Elected Officials"", ""Site Map"", ""Meetings"", ""Contact Us""]",[],[],[],"You don't have javascript enabled. Please enable it... Emergency Management Links Flood Insurance Rate Map Stormwater Pollution Prevention Plan Solutions to Stormwater Pollution Municipal Stormwater Management Plan (MSWMP) Stormwater Control Ordinance Watershed Management Plan 2022 Hazard Mitigation Plan Annual Evaluation Review 2022 Program for Public Information Review FEMA Flood Map Viewer 2021 Atlantic City's Hazard Mitigation Plan FEMA Flood Map Service Center – Find your Base Flood Elevation Hazard Mitigation Resource Planning FEMA & the National Flood Insurance Program New Jersey Weather & Climate New Jersey Office of Emergency Management Atlantic County Office of Emergency Management Atlantic City Multi-Jurisdictional Natural Hazard Mitigation Planning Atlantic County Coastal Evacuation Routes National Ocean Atmospheric Administration (NOAA) Relay Services ADA Grievance Procedure/Policy NJLAD Public Accommodations Stormwater Management Flood Insurance Rate Map Stormwater Pollution Prevention Plan Solutions to Stormwater Pollution Municipal Stormwater Management Plan (MSWMP) Stormwater Control Ordinance Watershed Management Plan 2022 Hazard Mitigation Plan Annual Evaluation Review 2021 Atlantic City's Hazard Mitigation Plan Hazard Mitigation Resource Planning Atlantic City Multi-Jurisdictional Natural Hazard Mitigation Planning 2022 Program for Public Information Review FEMA Flood Map Viewer FEMA Flood Map Service Center – Find your Base Flood Elevation FEMA & the National Flood Insurance Program ACPD Careers Recruitment Plan Community Solar Information Letter from Mayor Small - Community Solar Program Sustainable Jersey Municipally Supported Community Solar Action Public Works Parks & Playgrounds - Daily Cleaning Schedule Solutions to Stormwater Pollution Stormwater Pollution Prevention Plan Licensing & Inspection Guidelines for New Business Registration Special Events Special Events Application Taxes Division of Taxation’s Property Tax Relief Program Planning & Development Atlantic City Master Plan 2008 Master Plan Reexamination Report - April 2016 AC City Hall Concept Design Finance & Purchasing View Past RFPs, RFQs, BIDs & Job Notices Police Department ACPD Careers ACPD Internal Affairs ACPD Support Services ACPD Initiatives Citizen Advisory Board Tip411 Anonymous Tips Merchants Guide ACPD Firearm Applications Citizen Services Court Pay Traffic Ticket Pay Municipal Complaint Your Day in Court NJ Motor Vehicle Commission Community Resources 2024 Clean Communities Schedule Great Day Gazette - July 2024 'Discovery' Public Library Newsletter - July/August 2024 Third Ward Newsletter Lead Paint Inspection Information List of Certified Lead Abatement Contractors 2022 Consolidated Annual Performance & Evaluation Report (CAPER) Road Paving Project Schedule Pay Parking Ticket Property Tax Information Community Solar for City of Atlantic City Residents 2023 Annual Action Plan Atlantic City's Hazard Mitigation Plan Hazard Mitigation Plan Annual Review Program for Public Information Review Executive Orders / Proclamations ",2024-07-28 20:35:21
http://www.acnj.gov/Departments/police/robots.txt,Departments/police/robots.txt,,,"The Official Website of City of Atlantic City, NJ - Home",404,,,,,,,,2024-07-28 20:35:21
https://www.acquisition.gov/dfars/252.225-7029-acquisition-uniform-components-afghan-military-or-afghan-national-police.,dfars/252.225-7029-acquisition-uniform-components-afghan-military-or-afghan-national-police.,252.225-7029 Acquisition of Uniform Components for Afghan Military or Afghan National Police. | Acquisition.GOV,,Home | Acquisition.GOV,200,"[""DFARS"", ""252.225-7029 Acquisition of Uniform Components for Afghan Military or Afghan National Police.""]","[""Main navigation"", ""Breadcrumb"", ""DFARS Parts"", ""Regulations DFARS Menu"", ""DFARS Appendix"", ""Regulations DFARS Appendix Menu"", ""Upper Footer Menu""]","[""FAR""]","[""Favorite"", ""X""]",[],[],,2024-07-28 20:35:21
https://acworth-ga.gov/acworth-citizens-police-academy-february-march-2024/,acworth-citizens-police-academy-february-march-2024,,,"Home - City of Acworth, GA",404,,,,,,,,2024-07-28 20:35:21
https://acworth-ga.gov/event/acworth-police-safe-o-ween/,event/acworth-police-safe-o-ween,"Acworth Police Safe-O-Ween - City of Acworth, GA",Safe-O-Ween at the Police Department! Get ready for a spook-tacular time at our annual,"Home - City of Acworth, GA",200,[],"[""Acworth Police Safe-O-Ween""]","[""October 31, 2023 @ 3:00 pm - 5:00 pm"", ""Related Events"", ""Event Navigation""]","[""Please Feel Free to Share This Story:"", ""Details"", ""Venue""]",[],[],Open toolbar Accessibility Tools Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset ,2024-07-28 20:35:21
https://acworth-ga.gov/events/category/police-event/,events/category/police-event,"Events from November 16 – November 16 › police-event › – City of Acworth, GA",,"Home - City of Acworth, GA",200,"[""police-event""]","[""Events Search and Views Navigation"", ""November 2024""]","[""Event Views Navigation""]",[],[],[],Open toolbar Accessibility Tools Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset ,2024-07-28 20:35:21
https://acworth-ga.gov/faq-items/i-got-a-ticket-from-an-acworth-police-officer-what-do-i-do/,faq-items/i-got-a-ticket-from-an-acworth-police-officer-what-do-i-do,"I got a ticket from an Acworth Police officer. What do I do? - City of Acworth, GA",There is a court date listed on the citation. This is an arraignment date. You will be asked to enter a plea at this time. Please be on time for your appointed court date as the judge will give you a lot of valuable information at the opening of the court session.,"Home - City of Acworth, GA",200,"[""I got a ticket from an Acworth Police officer. What do I do?""]",[],[],"[""Please Feel Free to Share This Story:""]",[],[],"Open toolbar Accessibility Tools Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset PHONE DIRECTORY RESOURCES Search for: Search Button PHONE DIRECTORY RESOURCES Search for: Search Button NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH Previous Next I got a ticket from an Acworth Police officer. What do I do? There is a court date listed on the citation. This is an arraignment date. You will be asked to enter a plea at this time. Please be on time for your appointed court date as the judge will give you a lot of valuable information at the opening of the court session. Mike Brooks 2023-09-15T14:01:49-04:00 September 15, 2023 | Please Feel Free to Share This Story: Facebook X LinkedIn Pinterest Email 4415 Center Street, Acworth GA 30101 Phone Directory Contact Us © 2023 City of Acworth Acworth is located in the foothills of the North Georgia mountains and is nestled along the banks of Lake Acworth and Lake Allatoona, hence its nickname “The Lake City.” The city boasts a rich history, a charming downtown, abundant outdoor recreational activities, a vibrant restaurant scene, and an active festival and events calendar. Acworth is one of the best, family-friendly destinations in the Atlanta region. Come discover why You’re Welcome in Acworth! ESS | Webmail | Handbook | Laserfiche | Login ",2024-07-28 20:35:21
https://acworth-ga.gov/officer-of-the-quarter-presentation-by-the-acworth-police-department/,officer-of-the-quarter-presentation-by-the-acworth-police-department,"Officer of the Quarter Presentation by the Acworth Police Department - City of Acworth, GA","At the Thursday, December 7 regular city council meeting, Chief Evans and Sergeant Hunt presented the Officer of the Quarter Award to Officer Negrete. Officer Negrete was selected by his peers for his work on a traffic stop that led to the arrest of a person with two warrants who was also in possession of","Home - City of Acworth, GA",200,[],[],"[""Officer of the Quarter Presentation by the Acworth Police Department""]","[""Share this on Social Media""]",[],[],"Open toolbar Accessibility Tools Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset PHONE DIRECTORY RESOURCES Search for: Search Button PHONE DIRECTORY RESOURCES Search for: Search Button NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH Officer of the Quarter Presentation by the Acworth Police Department Published On: December 8, 2023 At the Thursday, December 7 regular city council meeting, Chief Evans and Sergeant Hunt presented the Officer of the Quarter Award to Officer Negrete. Officer Negrete was selected by his peers for his work on a traffic stop that led to the arrest of a person with two warrants who was also in possession of large quantities of THC and marijuana. Share this on Social Media 4415 Center Street, Acworth GA 30101 Phone Directory Contact Us © 2023 City of Acworth Acworth is located in the foothills of the North Georgia mountains and is nestled along the banks of Lake Acworth and Lake Allatoona, hence its nickname “The Lake City.” The city boasts a rich history, a charming downtown, abundant outdoor recreational activities, a vibrant restaurant scene, and an active festival and events calendar. Acworth is one of the best, family-friendly destinations in the Atlanta region. Come discover why You’re Welcome in Acworth! ESS | Webmail | Handbook | Laserfiche | Login ",2024-07-28 20:35:21
https://acworth-ga.gov/presentation-introducing-three-new-civilian-members-of-the-acworth-police-department/,presentation-introducing-three-new-civilian-members-of-the-acworth-police-department,"Presentation Introducing Three New Civilian Members of the Acworth Police Department - City of Acworth, GA","At the Thursday, May 18 regular city council meeting, Chief Evans introduced three new civilian members of the Acworth Police Department. Macey Williams serves as Crime Analyst, Madison Harrison serves as Evidence Tech, and Emily Hall serves as Victim Advocate. These employees play an integral role in assisting officers with solving cases, and Chief Evans","Home - City of Acworth, GA",200,[],[],"[""Presentation Introducing Three New Civilian Members of the Acworth Police Department""]","[""Share this on Social Media""]",[],[],"Open toolbar Accessibility Tools Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset PHONE DIRECTORY RESOURCES Search for: Search Button PHONE DIRECTORY RESOURCES Search for: Search Button NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH Presentation Introducing Three New Civilian Members of the Acworth Police Department Published On: May 18, 2023 At the Thursday, May 18 regular city council meeting, Chief Evans introduced three new civilian members of the Acworth Police Department. Macey Williams serves as Crime Analyst, Madison Harrison serves as Evidence Tech, and Emily Hall serves as Victim Advocate. These employees play an integral role in assisting officers with solving cases, and Chief Evans was pleased to share with Mayor Allegood and Acworth’s Aldermen how important their new positions are in supporting both the Acworth Police Department and the community as a whole. Share this on Social Media 4415 Center Street, Acworth GA 30101 Phone Directory Contact Us © 2023 City of Acworth Acworth is located in the foothills of the North Georgia mountains and is nestled along the banks of Lake Acworth and Lake Allatoona, hence its nickname “The Lake City.” The city boasts a rich history, a charming downtown, abundant outdoor recreational activities, a vibrant restaurant scene, and an active festival and events calendar. Acworth is one of the best, family-friendly destinations in the Atlanta region. Come discover why You’re Welcome in Acworth! ESS | Webmail | Handbook | Laserfiche | Login ",2024-07-28 20:35:21
https://acworth-ga.gov/presentation-of-acworth-police-officer-of-the-quarter-award/,presentation-of-acworth-police-officer-of-the-quarter-award,"Presentation of Acworth Police Officer of the Quarter Award - City of Acworth, GA","At the Thursday, May 18 regular city council meeting, Acworth Police Chief Evans and Lieutenant Hunt presented Public Safety Liaison Officers Crumbley and Conklin the Officer of the Quarter Award for their role in helping to locate a missing elderly man from Kennesaw. Because of their commitment to the community, the officers found the missing","Home - City of Acworth, GA",200,[],[],"[""Presentation of Acworth Police Officer of the Quarter Award""]","[""Share this on Social Media""]",[],[],"Open toolbar Accessibility Tools Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset Accessibility Tools Increase Text Increase Text Decrease Text Decrease Text Grayscale Grayscale High Contrast High Contrast Negative Contrast Negative Contrast Light Background Light Background Links Underline Links Underline Readable Font Readable Font Reset Reset PHONE DIRECTORY RESOURCES Search for: Search Button PHONE DIRECTORY RESOURCES Search for: Search Button NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH NEWS DEPARTMENTS GOVERNANCE & DEVELOPMENT Development Clerks Office Court Services DDA, Tourism, and Historic Preservation OPERATIONS Parks, Recreation, and Community Resources Power, Public Works, and Stormwater SUPPORT SERVICES Administration Customer Service Human Resources Finance Information Technology PUBLIC SAFETY Acworth Police RESIDENTS Public Art Master Plan Application for Boards & Commissions Board of Aldermen Customer Service Parks, Recreation, and Community Resources Historic Acworth Master Fee Schedule E-News Sign Up Online Payments BUSINESS Bids & Projects E-Verify Permits, Applications, & Ordinances City Code of Ordinances Master Fee Schedule Start a Business EVENTS VISIT ACWORTH Presentation of Acworth Police Officer of the Quarter Award Published On: May 18, 2023 At the Thursday, May 18 regular city council meeting, Acworth Police Chief Evans and Lieutenant Hunt presented Public Safety Liaison Officers Crumbley and Conklin the Officer of the Quarter Award for their role in helping to locate a missing elderly man from Kennesaw. Because of their commitment to the community, the officers found the missing man and he was returned to his family safely. Chief Evans thanked the officers for their dedication. Share this on Social Media 4415 Center Street, Acworth GA 30101 Phone Directory Contact Us © 2023 City of Acworth Acworth is located in the foothills of the North Georgia mountains and is nestled along the banks of Lake Acworth and Lake Allatoona, hence its nickname “The Lake City.” The city boasts a rich history, a charming downtown, abundant outdoor recreational activities, a vibrant restaurant scene, and an active festival and events calendar. Acworth is one of the best, family-friendly destinations in the Atlanta region. Come discover why You’re Welcome in Acworth! ESS | Webmail | Handbook | Laserfiche | Login ",2024-07-28 20:35:21
